City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
410,ghanzi,-21.5667,21.7833,24.54,6,0,3.59,BW,1694846581
411,arucas,28.1198,-15.5233,21.43,80,55,3.99,ES,1694846581
412,the pas,53.8251,-101.2541,12.01,76,33,1.54,CA,1694846581
413,angaur state,6.906,134.13,27.57,80,97,4.61,PW,1694846581
414,warwick,41.7001,-71.4162,17.33,69,0,6.69,US,1694846582
415,saint-pierre,-21.3393,55.4781,26.82,54,0,3.09,RE,1694846582
416,sokur,55.2093,83.319,18.2,65,100,3.41,RU,1694846582
417,bouca,6.5105,18.2733,22.81,95,100,1.16,CF,1694846582
418,darnah,32.767,22.6367,24.67,74,62,8.03,LY,1694846583
419,dunda,-8.1167,34.25,25.22,37,6,1.91,TZ,1694846583
420,puerto deseado,-47.7503,-65.8938,4.25,64,99,5.92,AR,1694846497
421,stuttgart,48.7823,9.177,18.57,86,0,0.51,DE,1694846425
422,partapur,23.6,74.1667,25.87,89,100,6.16,IN,1694846583
423,kingston,17.997,-76.7936,25.13,97,27,1.16,JM,1694845816
424,ciudad del carmen,18.6333,-91.8333,28.6,78,1,5.95,MX,1694846576
425,cavelossim,15.1726,73.9419,28.99,81,91,4.74,IN,1694846584
426,amasra,41.7463,32.3863,16.03,44,8,1.49,TR,1694846584
427,kosh-agach,50.0,88.6667,8.82,53,100,3.71,RU,1694846585
428,yenisarbademli,37.7078,31.3864,20.36,28,5,2.12,TR,1694846585
429,nkove,-7.95,30.85,27.92,40,29,1.35,TZ,1694846585
430,chernyshevsk,52.5243,117.0174,18.67,27,15,3.05,RU,1694846585
431,ponta delgada,37.7333,-25.6667,20.1,59,75,3.6,PT,1694846585
432,torbat-e jam,35.244,60.6225,24.16,23,0,5.81,IR,1694846586
433,castillos,-34.1667,-53.8333,12.01,76,100,5.66,UY,1694846586
434,kuluncak,38.8828,37.6728,19.51,34,1,2.91,TR,1694846586
435,urangan,-25.3,152.9,21.0,65,0,5.98,AU,1694846586
436,schuyler,42.4167,-76.883,10.69,94,0,1.29,US,1694846586
437,geraldton,-28.7667,114.6,23.23,46,0,7.2,AU,1694846587
438,ardakan,32.31,54.0175,29.42,20,0,4.89,IR,1694846587
439,presque isle,46.6811,-68.0159,13.43,83,0,3.09,US,1694846587
440,middleburg,30.0689,-81.8604,26.11,87,100,0.0,US,1694846587
441,inyonga,-6.7167,32.0667,24.97,40,7,3.57,TZ,1694846588
442,port macquarie,-31.4333,152.9167,21.05,61,0,5.87,AU,1694846588
443,aykhal,66.0,111.5,3.53,54,63,5.75,RU,1694846588
444,kuta,-8.7233,115.1723,27.97,74,40,7.6,ID,1694846588
445,khamis mushait,18.3064,42.7292,28.58,15,0,9.26,SA,1694846540
446,tralee,52.2704,-9.7026,9.38,91,63,3.95,IE,1694846589
447,wuwei,37.9281,102.6414,29.12,19,9,8.06,CN,1694846589
448,callaway,30.153,-85.5699,24.41,93,20,5.14,US,1694846589
449,korla,41.7597,86.1469,23.33,23,94,3.52,CN,1694846589
450,ust'-barguzin,53.45,108.9833,16.59,53,87,1.62,RU,1694846590
451,hancheng,32.5186,112.3522,30.31,52,98,2.85,CN,1694846590
452,katsuura,35.1333,140.3,27.97,86,38,5.72,JP,1694846590
453,vila franca do campo,37.7167,-25.4333,19.93,99,24,4.5,PT,1694846590
454,pratt,37.6439,-98.7376,17.12,94,100,1.54,US,1694846383
455,sanming,26.2486,117.6186,30.25,69,41,1.73,CN,1694846591
456,narvik,68.4384,17.4272,8.78,86,79,2.49,NO,1694846422
457,ta`u,-14.2336,-169.5144,27.03,82,40,9.17,AS,1694846591
458,bam,29.106,58.357,35.81,8,0,3.98,IR,1694846592
459,chinde,26.8418,88.0763,25.31,71,64,2.09,NP,1694846592
460,cidreira,-30.1811,-50.2056,13.62,83,8,5.06,BR,1694846344
461,patnongon,10.9132,121.9937,28.32,77,99,1.71,PH,1694846592
462,piti village,13.4626,144.6933,31.49,82,75,4.63,GU,1694846593
463,akalkot,17.5333,76.2167,31.15,47,100,8.73,IN,1694846593
464,capao da canoa,-29.7456,-50.0097,13.44,75,8,3.75,BR,1694846355
465,xiongzhou,25.1167,114.3,30.31,71,54,1.1,CN,1694846593
466,siqueira campos,-23.6889,-49.8339,10.62,93,0,2.18,BR,1694846593
467,wagar,16.1525,36.2032,31.74,45,100,5.7,SD,1694846594
468,aswan,24.0934,32.907,29.61,24,0,3.6,EG,1694846594
469,santa terezinha,-29.9002,-50.0904,13.57,78,7,4.85,BR,1694846594
470,baneasa,44.0461,26.0642,24.3,65,100,4.84,RO,1694846594
471,yoro,15.1333,-87.1333,20.69,96,97,0.8,HN,1694846595
472,qusmuryn,52.4503,64.6311,19.55,43,100,2.86,KZ,1694846480
473,shingu,33.7333,135.9833,30.47,66,7,3.98,JP,1694846595
474,yeed,4.55,43.0333,28.89,47,12,9.02,SO,1694846596
475,shiraz,29.6036,52.5388,30.69,13,0,2.06,IR,1694846596
476,sisimiut,66.9395,-53.6735,2.3,79,98,4.04,GL,1694846596
477,santa ana,33.7456,-117.8678,21.11,82,100,2.06,US,1694846596
478,nuku'alofa,-21.1333,-175.2,23.19,94,75,6.17,TO,1694846596
479,kavaratti,10.5669,72.642,27.37,78,100,3.27,IN,1694846597
480,ulanhot,46.0833,122.0833,14.93,65,100,4.67,CN,1694846597
481,kutaisi,42.2496,42.6997,22.43,68,0,1.03,GE,1694846597
482,coruripe,-10.1256,-36.1756,23.92,82,100,4.01,BR,1694846343
483,mazeikiai,56.3167,22.3333,13.68,63,68,3.62,LT,1694846597
484,springbok,-29.6643,17.8865,6.93,69,100,6.08,ZA,1694846598
485,acarau,-2.8856,-40.12,26.24,75,80,8.43,BR,1694846598
486,eyl,7.9803,49.8164,31.55,49,6,11.51,SO,1694846598
487,talcahuano,-36.7167,-73.1167,9.82,100,100,3.09,CL,1694846598
488,shalqar,47.8333,59.6,19.94,41,90,2.74,KZ,1694846599
489,ulladulla,-35.35,150.4667,25.64,32,0,4.24,AU,1694846599
490,gordonvale,-17.0936,145.7842,26.06,74,25,4.09,AU,1694846599
491,petawawa,45.9001,-77.3328,8.66,93,0,1.02,CA,1694846599
492,natal,-5.795,-35.2094,23.12,94,75,3.09,BR,1694846320
493,tarko-sale,64.9225,77.785,19.05,51,58,6.4,RU,1694846600
494,changping,40.2186,116.2197,29.8,48,37,3.28,CN,1694846600
495,thunder bay,48.4001,-89.3168,11.99,93,100,2.06,CA,1694846476
496,santana,-0.0583,-51.1817,27.1,89,40,3.6,BR,1694846600
497,belyy yar,53.6039,91.3903,18.94,55,0,1.0,RU,1694846601
498,touros,-5.1989,-35.4608,23.73,86,92,5.03,BR,1694846601
499,emerald,-23.5333,148.1667,28.52,17,0,5.58,AU,1694846502
500,freetown,8.484,-13.2299,25.23,87,100,1.69,SL,1694846601
501,wynyard,-41.0,145.7167,14.09,82,100,8.59,AU,1694846601
502,san-pedro,4.7485,-6.6363,23.87,94,89,2.3,CI,1694846602
503,as sulayyil,20.4607,45.5779,36.14,12,6,6.57,SA,1694846602
504,santa barbara,34.7333,-120.0343,15.75,70,100,0.0,US,1694846602
505,watsa,3.0372,29.5355,20.87,94,100,0.53,CD,1694846602
506,taoudenni,22.6783,-3.9836,35.05,23,46,4.04,ML,1694846603
507,arno,60.1167,18.6333,14.32,76,100,5.21,SE,1694846603
508,guaduas,5.0669,-74.595,19.21,77,100,1.39,CO,1694846603
509,vostochnyy,55.8167,37.8667,13.61,61,21,3.94,RU,1694846603
510,atbasar,51.8,68.3333,16.68,54,100,1.24,KZ,1694846603
511,faro,37.0194,-7.9322,20.88,94,40,3.09,PT,1694846531
512,howrah,22.5892,88.3103,33.0,70,75,3.6,IN,1694846412
513,porto novo,6.4965,2.6036,25.9,91,100,2.34,BJ,1694846604
514,villa luvianos,18.9167,-100.4,16.88,90,100,1.62,MX,1694846604
515,masuda,34.6667,131.85,29.15,79,40,2.06,JP,1694846604
516,vadso,70.0744,29.7487,7.09,87,100,7.2,NO,1694846605
517,bathurst,-33.4166,149.5806,21.4,37,0,4.09,AU,1694846605
518,hengchun,22.0042,120.7439,29.11,75,63,3.58,TW,1694846605
519,tonekabon,36.8163,50.8738,24.97,72,48,2.38,IR,1694846605
520,callao,-12.0667,-77.15,18.73,82,40,2.06,PE,1694846605
521,dingcheng,32.1272,115.0394,31.0,42,4,1.78,CN,1694846606
522,mucumpiz,8.4167,-71.1333,12.28,90,96,1.16,VE,1694846606
523,bac lieu,9.285,105.7244,29.45,72,100,5.92,VN,1694846606
524,villanueva del arzobispo,38.1684,-3.0074,17.62,83,100,0.51,ES,1694846606
525,naze,28.3667,129.4833,29.51,76,95,4.16,JP,1694846406
526,fort mcmurray,56.7268,-111.381,13.77,66,0,4.12,CA,1694846607
527,korsakov,46.6328,142.7813,22.91,66,0,1.12,RU,1694846607
528,ilaro,6.8865,3.0205,24.12,93,100,1.3,NG,1694846607
529,dera ghazi khan,30.0561,70.6348,41.38,23,1,2.63,PK,1694846607
530,klaksvik,62.2266,-6.589,2.51,72,7,3.79,FO,1694846608
531,saatli,36.7871,36.8716,26.05,23,0,0.79,TR,1694846608
532,kosong,38.3788,128.4676,22.27,96,100,3.49,KR,1694846608
533,trittau,53.6167,10.4,14.77,94,32,1.34,DE,1694846608
534,gweru,-19.45,29.8167,24.86,23,0,2.91,ZW,1694846608
535,galliano,29.4422,-90.2992,25.0,94,0,0.0,US,1694846609
536,samraong,12.4526,105.5873,29.68,78,54,2.17,KH,1694846609
537,vilhena,-12.7406,-60.1458,22.12,62,0,0.73,BR,1694846609
538,anaconda,46.1285,-112.9423,9.55,43,0,2.29,US,1694846154
539,gamba,-2.65,10.0,24.5,79,72,1.28,GA,1694846609
540,hluti,-27.2167,31.6167,25.6,16,0,2.23,SZ,1694846610
541,wittenburg,53.5167,11.0667,14.59,77,4,4.33,DE,1694846610
542,witu,-2.3889,40.4382,28.09,59,55,5.43,KE,1694846610
543,wiwili,13.6268,-85.8254,22.41,95,100,0.94,NI,1694846610
544,chita,52.0333,113.55,14.94,31,98,2.0,RU,1694846611
545,tazacorte,28.629,-17.9293,22.54,85,20,2.24,ES,1694846611
546,recani,31.2846,-4.2688,26.43,37,5,2.39,MA,1694846611
547,papao,-17.75,-149.55,23.82,83,42,10.03,PF,1694846612
548,la libertad,-2.2333,-80.9,22.16,85,100,4.67,EC,1694846612
549,kirakira,-10.4544,161.9205,25.09,82,100,3.21,SB,1694846612
550,saint-francois,46.4154,3.9054,17.69,88,100,4.12,FR,1694846612
551,turpan,42.9333,89.1667,28.5,21,4,1.62,CN,1694846360
552,lashio,22.9333,97.75,31.99,50,25,1.9,MM,1694846613
553,debre tabor,11.85,38.0167,17.7,58,92,1.91,ET,1694846613
554,pagar alam,-4.0167,103.2667,31.86,36,83,2.79,ID,1694846613
555,griffith,41.5284,-87.4237,18.27,83,0,2.06,US,1694846613
556,leskovac,42.9981,21.9461,18.77,68,16,1.78,RS,1694846613
557,al jawf,29.5,38.75,30.2,21,0,3.03,SA,1694846614
558,levuka,50.1834,-105.4011,4.84,64,8,3.01,CA,1694846614
559,taltal,-25.4,-70.4833,14.69,88,53,2.58,CL,1694846614
560,lata,40.1629,-8.3327,17.73,92,97,2.6,PT,1694846614
561,changzhi,35.2089,111.7386,28.79,50,12,3.99,CN,1694846614
562,piacabucu,-10.4056,-36.4344,23.95,83,100,3.44,BR,1694846615
563,new kingman-butler,35.265,-114.0323,26.51,35,0,3.6,US,1694846615
564,ambikapur,23.1167,83.2,29.74,66,83,2.8,IN,1694846558
565,isla mujeres,21.2311,-86.731,27.03,79,5,3.33,MX,1694846615
566,hun,29.1268,15.9477,25.0,38,0,3.36,LY,1694846615
567,labytnangi,66.6572,66.4183,8.56,74,100,6.03,RU,1694846616
568,kapa'a,22.0752,-159.319,26.99,85,100,7.72,US,1694846616
569,vorkuta,67.5,64.0,8.87,59,25,4.29,RU,1694846495
570,vikhorevka,56.1201,101.1636,19.77,34,10,2.28,RU,1694846616
571,yigo village,13.5361,144.8886,30.62,82,40,6.17,GU,1694846617
572,constantia,44.1833,28.65,22.61,69,43,5.4,RO,1694846617
573,kenai,60.5544,-151.2583,11.05,86,100,6.69,US,1694846479
574,blagoevgrad,42.0167,23.1,18.5,95,19,0.89,BG,1694846617
575,guarapari,-20.6667,-40.4975,20.5,91,100,1.89,BR,1694846617
576,cruzeiro do sul,-29.5128,-51.9853,9.73,94,97,2.11,BR,1694846618
577,sterling,39.0062,-77.4286,15.8,85,0,0.0,US,1694846375
578,leland,34.2563,-78.0447,17.76,94,0,0.45,US,1694846365
579,ramtown,40.1209,-74.1438,17.65,74,0,3.09,US,1694846618
580,sarakhs,36.5449,61.1577,26.25,19,4,5.25,IR,1694846618
581,altai,46.3722,96.2583,8.88,46,98,3.65,MN,1694846619
582,severnoye,56.3491,78.3619,18.87,47,43,2.12,RU,1694846619
